Hour of Day,Users,Sessions,Total Events
2017060707,28,26,647
2017060708,38,33,1659
2017060709,33,28,928
2017060710,27,28,990
2017060711,30,27,1381
2017060712,24,18,670
2017060713,30,28,1066
2017060714,29,28,944
2017060715,27,23,833
2017060716,40,38,1301
2017060717,43,40,1284
2017060718,29,30,1039
2017060719,26,22,1330
2017060720,19,18,1353
2017060721,13,13,200
2017060722,11,10,188
2017060723,4,4,32
2017060800,5,5,111
2017060801,2,1,101
2017060802,2,2,19
2017060803,1,1,17
2017060804,4,4,222
2017060805,10,10,141
2017060806,15,13,1148
2017060807,46,44,1797
2017060808,50,47,2482
2017060809,57,52,1673
2017060810,41,38,1435
2017060811,51,50,1677
2017060812,40,41,1266
2017060813,57,55,2543
2017060814,27,24,1226
2017060815,39,40,1433
2017060816,34,35,1268
2017060817,41,39,1676
2017060818,26,23,1338
2017060819,19,17,712
2017060820,24,19,1077
2017060821,12,12,298
2017060822,7,7,223
2017060823,7,6,262
2017060900,6,6,156
2017060901,2,2,22
2017060902,1,1,12
2017060903,2,2,61
2017060904,2,2,21
2017060905,5,5,54
2017060906,9,9,406
2017060907,27,26,1178
2017060908,47,44,1769
2017060909,40,38,1414
2017060910,41,41,1410
2017060911,34,33,676
2017060912,35,33,1530
2017060913,30,29,1319
2017060914,38,35,1842
2017060915,39,35,1186
2017060916,56,51,1489
2017060917,39,38,1519
2017060918,28,27,803
2017060919,19,19,577
2017060920,18,17,1051
2017060921,12,11,459
2017060922,13,13,582
2017060923,2,2,7
2017061000,6,6,144
2017061001,2,2,94
2017061002,5,5,24
2017061004,1,1,18
2017061005,5,5,50
2017061006,7,7,781
2017061007,19,18,880
2017061008,22,21,1091
2017061009,28,27,1141
2017061010,26,23,963
2017061011,17,17,755
2017061012,24,23,1139
2017061013,24,22,742
2017061014,17,16,620
2017061015,18,16,627
2017061016,30,28,1420
2017061017,17,15,598
2017061018,11,11,374
2017061019,16,15,493
2017061020,19,18,749
2017061021,16,13,306
2017061022,11,10,295
2017061023,17,17,866
2017061100,9,9,443
2017061101,2,2,6
2017061102,2,4,33
2017061103,5,5,44
2017061104,1,1,58
2017061105,4,4,319
2017061106,13,12,594
2017061107,28,28,1453
2017061108,54,54,3042
2017061109,57,55,2193
2017061110,49,46,2202
2017061111,56,54,3557
2017061112,50,50,1885
2017061113,28,27,1202
2017061114,41,43,2053
2017061115,44,43,1650
2017061116,52,51,1959
2017061117,49,47,2579
2017061118,61,57,2711
2017061119,67,63,3427
2017061120,62,60,3558
2017061121,46,41,1928
2017061122,23,22,890
2017061123,19,18,1151
2017061200,18,18,544
2017061201,4,2,306
2017061202,5,5,121
2017061203,7,9,239
2017061204,9,7,373
2017061205,15,15,449
2017061206,49,46,2414
2017061207,105,97,4764
2017061208,135,130,5322
2017061209,132,118,7840
2017061210,96,89,5115
2017061211,90,84,3886
2017061212,66,60,2454
2017061213,85,84,3597
2017061214,60,52,2903
2017061215,61,61,2878
2017061216,60,54,2409
2017061217,52,51,3108
2017061218,27,24,1237
2017061219,16,16,309
2017061220,17,17,1064
2017061221,18,16,408
2017061222,7,7,138
2017061223,4,4,113
2017061300,2,2,69
2017061301,2,2,178
2017061303,5,5,127
2017061304,7,7,198
2017061305,6,6,184
2017061306,21,19,469
2017061307,38,35,1309
2017061308,61,57,1983
2017061309,60,56,2479
2017061310,44,38,2490
2017061311,38,33,1481
2017061312,26,27,934
2017061313,30,28,861
2017061314,37,37,1740
2017061315,37,34,1428
2017061316,38,33,1210
2017061317,39,35,1157
2017061318,23,21,527
2017061319,17,17,431
2017061320,16,16,437
2017061321,12,12,250
2017061322,11,11,306
2017061323,6,6,200
2017061400,2,2,39
2017061401,1,1,28
2017061402,1,1,47
2017061403,1,1,12
2017061404,4,4,13
2017061405,10,10,175
2017061406,17,16,656
2017061407,30,28,794
2017061408,28,27,983
2017061409,39,39,1548
2017061410,32,30,811
2017061411,28,26,634
2017061412,29,29,434
2017061413,29,27,1055
2017061414,40,38,1587
2017061415,43,44,812
2017061416,23,21,564
2017061417,33,32,759
2017061418,28,28,1430
2017061419,18,17,684
2017061420,11,11,357
2017061421,11,11,443
2017061422,16,15,197
2017061423,9,7,86
2017061500,6,6,185
2017061501,5,5,40
2017061503,5,6,18
2017061505,5,5,45
2017061506,16,16,353
2017061507,26,24,1120
2017061508,37,33,1587
2017061509,49,46,2372
2017061510,34,32,1247
2017061511,26,22,1238
2017061512,32,30,788
2017061513,29,27,571
2017061514,26,26,928
2017061515,37,35,641
2017061516,32,30,1285
2017061517,40,39,1000
2017061518,24,22,1059
2017061519,21,19,677
2017061520,19,19,785
2017061521,16,15,97
2017061522,15,15,642
2017061523,10,9,169
2017061600,5,5,73
2017061601,4,4,73
2017061602,1,0,4
2017061604,4,5,24
2017061605,5,5,102
2017061606,18,17,410
2017061607,26,24,743
2017061608,28,26,1139
2017061609,35,30,1353
2017061610,38,35,1174
2017061611,32,28,1262
2017061612,37,35,1409
2017061613,38,34,1135
2017061614,33,28,904
2017061615,41,38,1823
2017061616,39,38,771
2017061617,38,38,1701
2017061618,26,24,941
2017061619,10,7,378
2017061620,13,13,604
2017061621,21,19,580
2017061622,10,10,235
2017061623,7,7,194
2017061700,9,9,107
2017061701,2,1,24
2017061702,4,4,84
2017061703,4,2,15
2017061705,7,7,529
2017061706,5,5,269
2017061707,13,13,451
2017061708,16,16,403
2017061709,18,21,749
2017061710,13,13,369
2017061711,23,23,1020
2017061712,22,19,866
2017061713,21,19,1476
2017061714,16,16,269
2017061715,18,18,1101
2017061716,13,10,275
2017061717,18,18,324
2017061718,24,22,515
2017061719,11,11,336
2017061720,16,15,190
2017061721,11,11,170
2017061722,10,10,163
2017061723,5,4,121
2017061800,10,10,144
2017061801,5,5,123
2017061802,1,1,17
2017061804,1,1,35
2017061805,6,6,535
2017061806,6,4,272
2017061807,4,4,95
2017061808,15,15,442
2017061809,27,24,620
2017061810,24,24,628
2017061811,24,23,729
2017061812,26,23,816
2017061813,23,22,589
2017061814,30,29,1683
2017061815,39,38,1387
2017061816,47,44,1417
2017061817,40,38,1379
2017061818,26,26,1096
2017061819,30,29,1106
2017061820,28,24,862
2017061821,24,23,795
2017061822,12,11,351
2017061823,7,7,146
2017061900,5,5,49
2017061901,4,4,65
2017061902,2,2,10
2017061904,5,5,19
2017061905,10,10,79
2017061906,16,15,653
2017061907,26,23,764
2017061908,33,32,1011
2017061909,39,35,1371
2017061910,50,47,2373
2017061911,46,45,1855
2017061912,33,32,1465
2017061913,37,32,1701
2017061914,23,21,1361
2017061915,41,41,1511
2017061916,40,35,1330
2017061917,52,49,2029
2017061918,29,28,1309
2017061919,23,19,694
2017061920,12,10,318
2017061921,13,12,436
2017061922,9,9,111
2017061923,11,9,225
2017062000,6,7,112
2017062002,1,1,16
2017062003,2,2,68
2017062004,2,2,62
2017062005,9,9,184
2017062006,13,12,242
2017062007,27,24,1208
2017062008,35,35,806
2017062009,57,54,2006
2017062010,33,28,896
2017062011,34,33,1254
2017062012,35,30,975
2017062013,30,29,1471
2017062014,51,46,1716
2017062015,35,33,1352
2017062016,38,37,1207
2017062017,37,34,1801
2017062018,26,22,751
2017062019,12,12,468
2017062020,15,11,227
2017062021,11,10,85
2017062022,6,5,118
2017062023,9,9,97
2017062100,1,1,5
2017062101,4,4,88
2017062102,1,1,132
2017062103,1,1,23
2017062104,1,1,2
2017062105,5,5,46
2017062106,13,11,134
2017062107,16,15,577
2017062108,38,33,1059
2017062109,51,47,1248
2017062110,35,32,1288
2017062111,35,34,1195
2017062112,21,19,995
2017062113,32,28,988
2017062114,30,29,910
2017062115,38,37,833
2017062116,33,30,1575
2017062117,40,37,1556
2017062118,26,23,1072
2017062119,22,18,494
2017062120,19,19,750
2017062121,19,17,526
2017062122,10,9,133
2017062123,9,9,54
2017062200,7,7,55
2017062201,2,2,47
2017062202,2,2,7
2017062204,1,1,5
2017062205,4,4,77
2017062206,17,16,465
2017062207,26,24,841
2017062208,43,40,1191
2017062209,33,29,1361
2017062210,35,35,1142
2017062211,43,43,2047
2017062212,46,38,1807
2017062213,33,32,1178
2017062214,32,28,1106
2017062215,40,38,1303
2017062216,34,35,1927
2017062217,51,51,1589
2017062218,39,37,826
2017062219,23,19,869
2017062220,12,11,275
2017062221,18,18,772
2017062222,15,12,213
2017062223,11,11,211
2017062300,7,7,135
2017062301,4,4,30
2017062302,5,5,22
2017062303,2,2,84
2017062304,4,2,79
2017062305,10,10,474
2017062306,16,13,235
2017062307,28,26,667
2017062308,30,28,1424
2017062309,35,29,1055
2017062310,40,39,1162
2017062311,26,23,933
2017062312,29,29,684
2017062313,33,30,949
2017062314,45,40,3001
2017062315,40,37,776
2017062316,54,51,1762
2017062317,45,41,1566
2017062318,19,18,634
2017062319,18,18,1020
2017062320,6,6,112
2017062321,12,12,173
2017062322,11,11,200
2017062323,13,12,191
2017062400,1,1,181
2017062401,2,2,23
2017062402,2,2,71
2017062403,4,4,23
2017062404,5,5,111
2017062405,6,7,40
2017062406,7,7,105
2017062407,12,12,617
2017062408,16,17,265
2017062409,15,13,822
2017062410,15,13,513
2017062411,27,24,1006
2017062412,21,18,737
2017062413,17,16,822
2017062414,13,12,958
2017062415,18,18,980
2017062416,27,24,1519
2017062417,17,16,1003
2017062418,5,5,284
2017062419,17,18,566
2017062420,23,21,470
2017062421,15,15,308
2017062422,16,13,565
2017062423,5,5,23
2017062500,6,6,37
2017062501,1,1,13
2017062502,1,1,17
2017062503,2,2,52
2017062504,1,1,29
2017062505,5,5,602
2017062506,5,4,303
2017062507,11,9,175
2017062508,12,12,469
2017062509,15,15,532
2017062510,21,22,1114
2017062511,23,21,1067
2017062512,16,15,889
2017062513,16,16,546
2017062514,22,21,641
2017062515,22,22,781
2017062516,17,17,1407
2017062517,17,17,776
2017062518,17,17,838
2017062519,17,17,508
2017062520,21,21,598
2017062521,17,17,742
2017062522,7,7,136
2017062523,7,7,71
2017062601,4,6,24
2017062602,1,1,16
2017062603,2,2,111
2017062604,1,1,17
2017062605,5,5,93
2017062606,17,16,504
2017062607,22,19,317
2017062608,29,28,821
2017062609,32,29,1396
2017062610,34,30,1771
2017062611,32,29,1654
2017062612,27,27,854
2017062613,24,22,799
2017062614,27,22,986
2017062615,35,34,1034
2017062616,46,45,1142
2017062617,45,46,1644
2017062618,22,24,878
2017062619,35,34,591
2017062620,39,38,1161
2017062621,23,22,1113
2017062622,21,21,476
2017062623,11,10,252
2017062700,7,7,95
2017062701,2,2,23
2017062703,7,7,67
2017062704,1,1,4
2017062705,12,12,73
2017062706,15,13,278
2017062707,23,19,1313
2017062708,38,37,1683
2017062709,41,38,1671
2017062710,27,23,550
2017062711,40,40,1159
2017062712,35,33,1148
2017062713,28,27,611
2017062714,35,34,1198
2017062715,37,32,910
2017062716,40,38,1111
2017062717,29,32,1302
2017062718,24,26,1018
2017062719,15,12,860
2017062720,13,9,427
2017062721,12,13,194
2017062722,13,16,192
2017062723,9,9,206
2017062800,2,2,6
2017062801,2,2,4
2017062802,1,1,5
2017062804,4,4,51
2017062805,5,5,61
2017062806,17,15,367
2017062807,46,47,1555
2017062808,52,49,1577
2017062809,41,34,1207
2017062810,34,30,1417
2017062811,35,34,694
2017062812,37,35,801
2017062813,16,16,295
2017062814,40,40,1197
2017062815,46,45,1336
2017062816,23,22,913
2017062817,43,41,1413
2017062818,16,15,480
2017062819,13,15,561
2017062820,15,13,251
2017062821,12,11,314
2017062822,15,15,274
2017062823,7,7,139
2017062900,4,4,116
2017062901,1,0,9
2017062903,4,4,16
2017062905,5,5,46
2017062906,16,13,224
2017062907,23,22,899
2017062908,33,27,1372
2017062909,32,30,1269
2017062910,29,28,746
2017062911,34,34,1111
2017062912,26,24,669
2017062913,30,28,1572
2017062914,34,29,1109
2017062915,33,34,1386
2017062916,30,29,527
2017062917,27,27,690
2017062918,30,27,1450
2017062919,15,15,649
2017062920,18,16,660
2017062921,23,21,778
2017062922,10,9,179
2017062923,11,10,158
2017063000,5,5,11
2017063001,4,4,12
2017063002,1,1,175
2017063003,2,2,17
2017063004,1,1,23
2017063005,6,6,46
2017063006,10,9,116
2017063007,21,19,689
2017063008,33,30,1262
2017063009,23,21,659
2017063010,28,27,682
2017063011,34,30,1248
2017063012,35,33,1338
2017063013,29,27,770
2017063014,47,50,1980
2017063015,51,47,1858
2017063016,44,40,1974
2017063017,29,30,1027
2017063018,18,18,805
2017063019,23,22,1376
2017063020,16,13,459
2017063021,13,13,479
2017063022,12,10,720
2017063023,9,9,273
2017070100,2,2,16
2017070101,1,1,41
2017070102,1,1,114
2017070103,1,0,494
2017070104,1,1,2
2017070105,5,5,26
2017070106,11,11,163
2017070107,15,15,440
2017070108,16,13,208
2017070109,22,21,574
2017070110,24,24,727
2017070111,21,19,516
2017070112,29,29,725
2017070113,17,15,1126
2017070114,27,27,1370
2017070115,28,24,1059
2017070116,12,11,613
2017070117,17,17,594
2017070118,32,29,1101
2017070119,13,16,173
2017070120,11,10,637
2017070121,6,6,177
2017070122,9,9,224
2017070123,9,7,168
2017070200,5,5,407
2017070202,1,1,63
2017070203,1,1,4
2017070204,4,4,179
2017070205,5,5,79
2017070206,11,11,155
2017070207,11,10,723
2017070208,11,11,559
2017070209,21,19,378
2017070210,21,19,1003
2017070211,22,21,972
2017070212,19,19,1047
2017070213,17,17,472
2017070214,24,24,689
2017070215,16,12,670
2017070216,30,30,1516
2017070217,18,17,308
2017070218,16,16,348
2017070219,26,24,436
2017070220,10,10,302
2017070221,13,13,222
2017070222,9,7,134
2017070223,7,7,114
2017070300,10,11,104
2017070301,6,5,207
2017070302,1,1,5
2017070303,4,4,15
2017070304,5,6,60
2017070305,4,4,286
2017070306,15,13,856
2017070307,17,15,567
2017070308,26,24,1252
2017070309,22,21,653
2017070310,32,32,754
2017070311,22,18,531
2017070312,29,29,1024
2017070313,37,34,2020
2017070314,34,32,1681
2017070315,30,27,1014
2017070316,44,43,1825
2017070317,43,41,1066
2017070318,28,27,1033
2017070319,32,32,616
2017070320,29,26,800
2017070321,34,34,762
2017070322,24,22,710
2017070323,22,19,401
2017070400,15,15,242
2017070401,6,6,122
2017070402,5,5,32
2017070403,1,1,7
2017070404,2,2,57
2017070405,12,13,119
2017070406,10,9,206
2017070407,19,18,424
2017070408,33,32,1442
2017070409,26,23,749
2017070410,33,29,845
2017070411,28,26,1407
2017070412,37,35,1269
2017070413,27,27,962
2017070414,30,30,1219
2017070415,30,28,1085
2017070416,26,22,854
2017070417,19,19,960
2017070418,29,27,1041
2017070419,27,26,705
2017070420,16,15,689
2017070421,17,17,396
2017070422,13,12,257
2017070423,21,21,787
2017070500,9,9,224
2017070501,4,4,129
2017070503,1,1,2
2017070504,1,1,7
2017070505,11,11,139
2017070506,16,13,168
2017070507,26,22,879
2017070508,34,33,1354
2017070509,40,38,1353
2017070510,43,39,1838
2017070511,37,37,979
2017070512,40,38,1291
2017070513,33,33,1041
2017070514,44,44,1236
2017070515,45,45,1247
2017070516,46,45,1366
2017070517,46,46,1895
2017070518,26,21,896
2017070519,32,32,837
2017070520,19,17,430
2017070521,23,23,1095
2017070522,23,24,284
2017070523,18,16,324
2017070600,4,4,65
2017070601,6,6,19
2017070602,2,1,41
2017070603,1,1,7
2017070604,10,10,89
2017070605,13,13,287
2017070606,23,23,498
2017070607,50,46,1439
2017070608,50,50,2102
2017070609,39,35,906
2017070610,39,37,767
2017070611,43,35,1431
2017070612,29,26,779
2017070613,29,27,1234
2017070614,51,51,2203
2017070615,51,45,2022
2017070616,55,51,1286
2017070617,47,46,1644
2017070618,32,29,1512
2017070619,29,29,1263
2017070620,24,23,359
2017070621,15,13,163
2017070622,10,10,194
2017070623,2,1,6
2017070700,7,7,77
2017070701,4,4,9
2017070702,6,5,34
2017070703,2,2,9
2017070705,12,15,84
2017070706,18,17,340
2017070707,26,24,304
2017070708,33,32,2173
2017070709,29,27,1372
2017070710,30,26,1047
2017070711,30,30,1292
2017070712,28,23,940
2017070713,40,38,2146
2017070714,43,35,895
2017070715,35,35,834
2017070716,45,46,2255
2017070717,32,32,2002
2017070718,39,34,934
2017070719,17,16,261
2017070720,16,15,1020
2017070721,26,24,407
2017070722,13,15,426
2017070723,17,16,595
2017070800,11,11,51
2017070801,1,1,63
2017070802,1,1,46
2017070803,2,2,38
2017070804,4,2,60
2017070805,4,4,52
2017070806,6,6,331
2017070807,10,10,164
2017070808,18,17,821
2017070809,24,22,777
2017070810,26,24,1243
2017070811,24,24,538
2017070812,19,18,630
2017070813,27,27,1247
2017070814,21,19,879
2017070815,24,26,1056
2017070816,23,21,1717
2017070817,22,21,1632
2017070818,12,11,636
2017070819,23,23,701
2017070820,15,15,284
2017070821,12,12,340
2017070822,11,11,352
2017070823,6,6,49
2017070900,5,5,274
2017070901,4,4,41
2017070902,9,9,67
2017070905,7,7,24
2017070906,5,5,46
2017070907,11,11,329
2017070908,13,11,231
2017070909,18,15,1010
2017070910,18,17,397
2017070911,28,28,732
2017070912,26,24,1073
2017070913,17,17,574
2017070914,28,29,1947
2017070915,24,24,1783
2017070916,26,24,1042
2017070917,30,29,1109
2017070918,21,18,899
2017070919,23,22,639
2017070920,23,23,1210
2017070921,10,10,476
2017070922,12,13,248
2017070923,12,12,247
2017071000,6,6,79
2017071001,1,1,5
2017071003,1,1,91
2017071004,4,4,15
2017071005,6,6,26
2017071006,18,18,230
2017071007,28,27,776
2017071008,30,27,2056
2017071009,30,29,1151
2017071010,28,26,805
2017071011,30,29,813
2017071012,23,22,1243
2017071013,28,28,835
2017071014,72,66,3010
2017071015,112,99,4434
2017071016,150,134,5631
2017071017,130,127,5158
2017071018,101,97,4653
2017071019,83,77,3238
2017071020,54,52,2511
2017071021,43,43,1069
2017071022,37,32,1195
2017071023,12,12,538
2017071100,12,12,575
2017071101,6,4,231
2017071102,5,5,34
2017071103,6,7,145
2017071104,4,4,117
2017071105,6,6,156
2017071106,33,32,1066
2017071107,51,50,1523
2017071108,93,90,4858
2017071109,117,107,5478
2017071110,125,114,5368
2017071111,113,97,4142
2017071112,116,106,5836
2017071113,127,114,5887
2017071114,152,140,7402
2017071115,153,150,6968
2017071116,161,136,6309
2017071117,147,141,5439
2017071118,73,68,2595
2017071119,58,56,2073
2017071120,38,34,1050
2017071121,45,41,1125
2017071122,22,22,581
2017071123,16,16,527
2017071200,15,15,539
2017071201,4,4,56
2017071202,2,2,10
2017071203,4,4,55
2017071204,5,5,52
2017071205,6,6,83
2017071206,26,24,505
2017071207,49,44,1689
2017071208,80,74,2654
2017071209,77,69,2429
2017071210,55,52,2600
2017071211,57,55,2031
2017071212,54,51,1741
2017071213,58,55,2246
2017071214,56,56,2026
2017071215,66,65,2141
2017071216,58,55,1577
2017071217,60,55,1840
2017071218,37,37,539
2017071219,35,29,1139
2017071220,17,16,471
2017071221,23,22,519
2017071222,13,13,434
2017071223,11,11,128
2017071300,2,2,74
2017071301,5,5,33
2017071302,1,1,4
2017071304,1,1,4
2017071305,4,4,34
2017071306,17,16,179
2017071307,19,19,1191
2017071308,40,35,1125
2017071309,39,38,1409
2017071310,24,22,711
2017071311,41,35,1387
2017071312,28,28,625
2017071313,40,37,1466
2017071314,45,43,2045
2017071315,46,41,1387
2017071316,38,37,1148
2017071317,28,28,1039
2017071318,29,24,1013
2017071319,13,15,917
2017071320,6,7,213
2017071321,10,10,384
2017071322,11,10,190
2017071323,9,7,362
2017071400,10,10,104
2017071401,1,1,5
2017071403,5,5,30
2017071404,1,1,4
2017071405,5,5,49
2017071406,12,11,261
2017071407,26,23,672
2017071408,22,19,992
2017071409,32,29,796
2017071410,26,23,999
2017071411,29,29,941
2017071412,29,27,571
2017071413,37,35,1889
2017071414,44,43,1305
2017071415,50,46,1297
2017071416,61,60,1923
2017071417,62,60,1728
2017071418,60,52,2718
2017071419,34,32,1314
2017071420,30,26,895
2017071421,15,11,298
2017071422,15,15,163
2017071423,6,5,142
2017071500,7,7,244
2017071501,6,6,65
2017071502,2,2,7
2017071505,1,1,2
2017071506,6,6,89
2017071507,15,16,336
2017071508,21,21,873
2017071509,28,24,822
2017071510,30,28,1086
2017071511,13,10,448
2017071512,16,15,552
2017071513,12,11,319
2017071514,17,16,732
2017071515,23,23,848
2017071516,15,15,431
2017071517,18,18,1057
2017071518,19,19,1017
2017071519,13,11,261
2017071520,11,10,611
2017071521,13,13,519
2017071522,7,6,302
2017071523,6,7,172
2017071600,5,5,134
2017071601,4,4,26
2017071603,2,2,6
2017071604,1,1,7
2017071605,2,2,415
2017071606,2,2,35
2017071607,11,11,205
2017071608,27,26,968
2017071609,16,13,775
2017071610,19,19,985
2017071611,24,23,775
2017071612,23,23,582
2017071613,22,22,587
2017071614,19,18,415
2017071615,21,22,399
2017071616,18,17,698
2017071617,28,28,1039
2017071618,19,19,805
2017071619,17,13,832
2017071620,11,7,482
2017071621,11,11,251
2017071622,13,13,280
2017071623,6,7,89
2017071700,4,4,30
2017071701,1,1,50
2017071702,1,1,7
2017071705,5,5,22
2017071706,13,13,290
2017071707,26,26,831
2017071708,32,30,838
2017071709,32,29,1181
2017071710,34,29,700
2017071711,33,33,1154
2017071712,21,19,564
2017071713,38,37,2584
2017071714,43,38,1195
2017071715,37,37,1710
2017071716,35,33,1202
2017071717,38,34,1729
2017071718,46,45,2264
2017071719,16,13,843
2017071720,17,16,672
2017071721,17,16,480
2017071722,6,6,93
2017071723,7,6,321
2017071800,4,4,219
2017071802,1,1,21
2017071803,1,1,4
2017071804,1,1,132
2017071805,6,6,122
2017071806,16,15,630
2017071807,22,19,919
2017071808,32,24,1086
2017071809,33,30,1247
2017071810,35,34,978
2017071811,33,34,1193
2017071812,29,26,1304
2017071813,30,29,1168
2017071814,33,32,913
2017071815,51,51,1478
2017071816,51,45,1972
2017071817,29,28,803
2017071818,32,32,1614
2017071819,21,17,708
2017071820,10,9,431
2017071821,12,12,275
2017071822,6,4,189
2017071823,4,4,60
2017071900,5,5,90
2017071905,5,5,134
2017071906,15,15,387
2017071907,37,34,1517
2017071908,51,46,2442
2017071909,55,51,2924
2017071910,43,39,1726
2017071911,45,39,1851
2017071912,49,46,2031
2017071913,30,28,1079
2017071914,43,44,1827
2017071915,50,47,2399
2017071916,57,54,2220
2017071917,50,51,2267
2017071918,28,26,1291
2017071919,16,16,435
2017071920,26,24,888
2017071921,12,11,592
2017071922,16,16,418
2017071923,2,2,73
2017072000,4,4,33
2017072001,5,5,88
2017072002,4,4,11
2017072003,4,5,24
2017072004,1,1,5
2017072005,6,6,61
2017072006,13,12,237
2017072007,34,30,852
2017072008,39,35,1972
2017072009,54,45,1590
2017072010,33,27,811
2017072011,39,38,1241
2017072012,37,35,547
2017072013,32,30,1117
2017072014,40,39,1482
2017072015,46,45,1371
2017072016,47,44,2026
2017072017,38,35,1500
2017072018,40,33,3395
2017072019,22,21,608
2017072020,19,18,980
2017072021,10,9,559
2017072022,13,12,578
2017072023,5,5,86
2017072100,6,6,77
2017072101,5,5,41
2017072102,1,1,84
2017072103,4,4,10
2017072104,1,1,4
2017072105,6,7,76
2017072106,17,17,270
2017072107,28,29,859
2017072108,30,28,1414
2017072109,33,30,1190
2017072110,34,33,678
2017072111,29,29,908
2017072112,34,32,1277
2017072113,32,30,1409
2017072114,37,35,1092
2017072115,38,35,1521
2017072116,30,27,1653
2017072117,35,34,1173
2017072118,19,18,704
2017072119,26,26,608
2017072120,11,11,155
2017072121,10,10,107
2017072122,11,10,336
2017072123,6,6,40
2017072200,5,5,27
2017072201,4,2,99
2017072202,4,4,50
2017072203,1,1,4
2017072205,2,2,5
2017072206,6,5,90
2017072207,13,12,449
2017072208,21,19,1056
2017072209,18,16,658
2017072210,27,24,1665
2017072211,19,17,939
2017072212,18,19,686
2017072213,22,22,1029
2017072214,17,15,505
2017072215,17,17,567
2017072216,16,15,675
2017072217,24,23,1036
2017072218,12,10,253
2017072219,18,17,352
2017072220,7,6,114
2017072221,7,7,150
2017072222,7,7,168
2017072223,9,10,117
2017072300,6,6,33
2017072302,1,1,140
2017072303,2,2,28
2017072304,1,1,10
2017072305,2,2,6
2017072306,9,9,106
2017072307,10,10,275
2017072308,16,15,1031
2017072309,18,17,457
2017072310,22,23,757
2017072311,26,26,896
2017072312,17,15,463
2017072313,27,24,2014
2017072314,21,21,885
2017072315,18,16,689
2017072316,24,23,1208
2017072317,23,21,1370
2017072318,27,27,1634
2017072319,22,22,798
2017072320,24,23,908
2017072321,13,13,404
2017072322,2,2,60
2017072323,9,9,152
2017072400,4,4,47
2017072401,5,5,100
2017072402,5,5,17
2017072403,2,2,24
2017072404,2,4,22
2017072405,6,6,46
2017072406,10,9,244
2017072407,33,33,683
2017072408,43,43,2283
2017072409,32,28,1053
2017072410,46,45,1560
2017072411,29,28,648
2017072412,38,39,1280
2017072413,33,32,1555
2017072414,34,32,1100
2017072415,37,35,1178
2017072416,45,43,1291
2017072417,52,47,2565
2017072418,28,27,952
2017072419,22,22,416
2017072420,23,23,578
2017072421,17,17,681
2017072422,13,13,219
2017072423,7,6,160
2017072500,9,10,166
2017072501,4,2,19
2017072502,2,2,60
2017072504,1,1,16
2017072505,9,9,228
2017072506,19,18,924
2017072507,43,38,1458
2017072508,49,46,1724
2017072509,35,32,2252
2017072510,32,30,1095
2017072511,22,22,497
2017072512,39,37,759
2017072513,34,35,1570
2017072514,56,54,1663
2017072515,43,44,1459
2017072516,49,46,1438
2017072517,49,45,2216
2017072518,29,26,1447
2017072519,28,24,1180
2017072520,15,12,1003
2017072521,10,10,160
2017072522,10,10,189
2017072523,7,7,175
2017072600,4,4,32
2017072602,1,1,2
2017072603,5,5,256
2017072604,4,2,298
2017072605,6,6,535
2017072606,15,15,776
2017072607,43,39,2292
2017072608,51,41,2705
2017072609,29,27,1078
2017072610,27,26,983
2017072611,35,33,1316
2017072612,21,19,485
2017072613,38,38,1129
2017072614,51,44,1225
2017072615,45,44,1332
2017072616,28,22,926
2017072617,37,37,1186
2017072618,28,24,944
2017072619,17,16,951
2017072620,21,19,507
2017072621,13,13,733
2017072622,6,6,89
2017072623,5,4,312
2017072700,4,4,107
2017072701,2,2,12
2017072703,5,5,22
2017072704,2,2,207
2017072705,7,7,261
2017072706,18,17,278
2017072707,26,24,854
2017072708,30,27,945
2017072709,32,30,1115
2017072710,23,22,459
2017072711,22,21,586
2017072712,16,15,441
2017072713,28,27,820
2017072714,34,34,1091
2017072715,34,28,805
2017072716,39,40,1427
2017072717,26,27,893
2017072718,21,18,1146
2017072719,17,15,625
2017072720,4,2,201
2017072721,11,11,257
2017072722,9,9,127
2017072723,5,5,82
2017072800,4,4,97
2017072801,1,1,2
2017072804,1,1,10
2017072805,6,6,62
2017072806,13,12,838
2017072807,24,23,1284
2017072808,32,28,967
2017072809,32,26,1130
2017072810,32,29,1086
2017072811,35,34,1389
2017072812,24,19,916
2017072813,26,22,591
2017072814,40,40,700
2017072815,37,30,1454
2017072816,30,28,950
2017072817,24,24,1241
2017072818,16,15,581
2017072819,12,11,214
2017072820,7,7,212
2017072821,11,11,302
2017072822,12,10,166
2017072823,10,10,99
2017072900,4,4,51
2017072901,2,1,4
2017072904,2,2,6
2017072905,4,4,21
2017072906,6,6,172
2017072907,16,16,610
2017072908,12,12,236
2017072909,12,11,753
2017072910,15,15,567
2017072911,16,15,610
2017072912,10,10,205
2017072913,19,19,710
2017072914,13,12,318
2017072915,22,21,899
2017072916,28,29,1856
2017072917,22,21,1337
2017072918,26,23,1330
2017072919,15,13,465
2017072920,6,6,106
2017072921,9,7,335
2017072922,9,7,162
2017072923,9,7,184
2017073000,5,5,80
2017073001,6,6,104
2017073003,1,1,12
2017073004,4,4,564
2017073005,1,1,2
2017073006,1,1,13
2017073007,9,9,686
2017073008,9,9,130
2017073009,16,16,714
2017073010,21,18,869
